Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1023","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","456","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","32","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2911","Pulses","2020","2020","1000 t","199","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1146","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","87","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2918","Vegetables","2020","2020","1000 t","111","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","126","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","71","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2943","Meat","2020","2020","1000 t","819","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2945","Offals","2020","2020","1000 t","132","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2946","Animal fats","2020","2020","1000 t","22","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2949","Eggs","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","396","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","107.09","E","Estimated value"
"FBS","Food Balances (2010-)","148","Chad","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0.02","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","2760","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1303","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","1259","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","175","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2911","Pulses","2020","2020","1000 t","41","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2912","Treenuts","2020","2020","1000 t","239","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2913","Oilcrops","2020","2020","1000 t","290","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","233","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2918","Vegetables","2020","2020","1000 t","2234","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","6701","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","2036","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2943","Meat","2020","2020","1000 t","1600","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2945","Offals","2020","2020","1000 t","75","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2946","Animal fats","2020","2020","1000 t","296","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2949","Eggs","2020","2020","1000 t","228","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","2284","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","3356.46","E","Estimated value"
"FBS","Food Balances (2010-)","152","Chile","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","427.9","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","617682","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","149034","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","120250","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","13810","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2911","Pulses","2020","2020","1000 t","5039","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2912","Treenuts","2020","2020","1000 t","3231","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2913","Oilcrops","2020","2020","1000 t","67701","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","24889","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2918","Vegetables","2020","2020","1000 t","670285","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","171341","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2922","Stimulants","2020","2020","1000 t","3098","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2923","Spices","2020","2020","1000 t","1230","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","51864","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2943","Meat","2020","2020","1000 t","76680","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2945","Offals","2020","2020","1000 t","4383","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2946","Animal fats","2020","2020","1000 t","3198","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2949","Eggs","2020","2020","1000 t","35128","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","39220","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","63410.78","E","Estimated value"
"FBS","Food Balances (2010-)","159","China","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","20353","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","32","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2911","Pulses","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2913","Oilcrops","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2918","Vegetables","2020","2020","1000 t","36","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2923","Spices","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","47","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2943","Meat","2020","2020","1000 t","155","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2945","Offals","2020","2020","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2946","Animal fats","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2949","Eggs","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","126.72","E","Estimated value"
"FBS","Food Balances (2010-)","344","China, Hong Kong SAR","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2911","Pulses","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2913","Oilcrops","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2918","Vegetables","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2923","Spices","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2943","Meat","2020","2020","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2945","Offals","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2946","Animal fats","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2949","Eggs","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","446","China, Macao SAR","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","1.5","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","615693","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","148679","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","119719","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","13574","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2911","Pulses","2020","2020","1000 t","5025","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2912","Treenuts","2020","2020","1000 t","3133","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2913","Oilcrops","2020","2020","1000 t","67597","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","24309","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2918","Vegetables","2020","2020","1000 t","667971","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","168872","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2922","Stimulants","2020","2020","1000 t","3084","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2923","Spices","2020","2020","1000 t","1206","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","51245","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2943","Meat","2020","2020","1000 t","74905","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2945","Offals","2020","2020","1000 t","4310","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2946","Animal fats","2020","2020","1000 t","3132","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2949","Eggs","2020","2020","1000 t","34680","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","38769","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","62241.7","E","Estimated value"
"FBS","Food Balances (2010-)","156","China, mainland","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","20351.44","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","1989","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","355","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","531","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","203","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2911","Pulses","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2912","Treenuts","2020","2020","1000 t","99","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2913","Oilcrops","2020","2020","1000 t","104","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","567","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2918","Vegetables","2020","2020","1000 t","2278","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","2463","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2922","Stimulants","2020","2020","1000 t","14","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2923","Spices","2020","2020","1000 t","22","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","569","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2943","Meat","2020","2020","1000 t","1612","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2945","Offals","2020","2020","1000 t","62","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2946","Animal fats","2020","2020","1000 t","61","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2949","Eggs","2020","2020","1000 t","448","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","450","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","1040.87","E","Estimated value"
"FBS","Food Balances (2010-)","158","China, Taiwan Province of","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","1.55","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","4925","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","4332","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","24680","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","3469","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2911","Pulses","2020","2020","1000 t","166","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2912","Treenuts","2020","2020","1000 t","6","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2913","Oilcrops","2020","2020","1000 t","7458","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","1858","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2918","Vegetables","2020","2020","1000 t","2789","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","10184","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2922","Stimulants","2020","2020","1000 t","897","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2923","Spices","2020","2020","1000 t","33","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","2438","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2943","Meat","2020","2020","1000 t","2820","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2945","Offals","2020","2020","1000 t","146","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2946","Animal fats","2020","2020","1000 t","72","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2949","Eggs","2020","2020","1000 t","983","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","7071","E","Estimated value"
"FBS","Food Balances (2010-)","170","Colombia","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","272.43","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","37","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","89","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2911","Pulses","2020","2020","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2913","Oilcrops","2020","2020","1000 t","103","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2918","Vegetables","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","51","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2922","Stimulants","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2923","Spices","2020","2020","1000 t","7","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2943","Meat","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2945","Offals","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2946","Animal fats","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2949","Eggs","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","174","Comoros","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","17.02","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","30","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1675","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","645","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","70","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2911","Pulses","2020","2020","1000 t","11","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2913","Oilcrops","2020","2020","1000 t","182","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","32","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2918","Vegetables","2020","2020","1000 t","143","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","270","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2922","Stimulants","2020","2020","1000 t","10","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","300","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2943","Meat","2020","2020","1000 t","59","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2945","Offals","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2946","Animal fats","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2949","Eggs","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","178","Congo","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","71.08","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","152","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","174","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","4195","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","502","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2911","Pulses","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1169","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","367","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2918","Vegetables","2020","2020","1000 t","326","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","6065","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2922","Stimulants","2020","2020","1000 t","77","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2923","Spices","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","132","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2943","Meat","2020","2020","1000 t","295","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2945","Offals","2020","2020","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2946","Animal fats","2020","2020","1000 t","16","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2949","Eggs","2020","2020","1000 t","75","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","1201","E","Estimated value"
"FBS","Food Balances (2010-)","188","Costa Rica","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","35.57","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","2817","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","14286","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","2100","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","226","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2911","Pulses","2020","2020","1000 t","53","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2912","Treenuts","2020","2020","1000 t","916","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2913","Oilcrops","2020","2020","1000 t","3081","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","776","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2918","Vegetables","2020","2020","1000 t","778","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","3091","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2922","Stimulants","2020","2020","1000 t","2307","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2923","Spices","2020","2020","1000 t","135","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","444","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2943","Meat","2020","2020","1000 t","289","E","Estimated value"
"FBS","Food Balances (2010-)","384","Côte d'Ivoire","5511","Production","F2945","Offals","2020","2020","1000 t","12","E","Estimated value"
